name,yard,equipment,day,order,move
MV74,MV,9.0 ML,SS,7,7868
MV74,MV,9.0 ML,SS,8,7885
MV75,MV,9.0 ML,SA,1,7816
MV75,MV,9.0 ML,SA,2,7233
MV75,MV,9.0 ML,SA,3,7232
MV75,MV,9.0 ML,SA,4,7849
MV75,MV,9.0 ML,SA,5,7852
MV75,MV,9.0 ML,SA,6,7269
MV75,MV,9.0 ML,SA,7,7268
MV75,MV,9.0 ML,SA,8,7201
MV76,MV,9.0 ML,SS,1,7818
MV76,MV,9.0 ML,SS,2,7833
MV76,MV,9.0 ML,SS,3,7834
MV76,MV,9.0 ML,SS,4,7851
MV76,MV,9.0 ML,SS,5,7854
MV76,MV,9.0 ML,SS,6,7673
MV76,MV,9.0 ML,SS,7,7668
MV76,MV,9.0 ML,SS,8,7883
MV77,MV,9.0 ML,SA,1,7822
MV77,MV,9.0 ML,SA,2,7839
MV77,MV,9.0 ML,SA,3,7840
MV77,MV,9.0 ML,SA,4,7857
MV77,MV,9.0 ML,SA,5,7858
MV77,MV,9.0 ML,SA,6,7873
MV77,MV,9.0 ML,SA,7,X796
MV77,MV,9.0 ML,SA,8,7801
MV78,MV,9.0 ML,SS,1,7828
MV78,MV,9.0 ML,SS,2,7845
MV78,MV,9.0 ML,SS,3,7848
MV78,MV,9.0 ML,SS,4,7265
MV78,MV,9.0 ML,SS,5,7264
MV78,MV,9.0 ML,SS,6,7881
MV79,MV,9.0 ML,SS,1,7830
MV79,MV,9.0 ML,SS,2,7847
MV79,MV,9.0 ML,SS,3,7850
MV79,MV,9.0 ML,SS,4,7867
MV79,MV,9.0 ML,SS,5,7872
MV79,MV,9.0 ML,SS,6,7887
MV80,MV,10.0 ML,SS,1,7832
MV80,MV,10.0 ML,SS,2,7249
MV80,MV,10.0 ML,SS,3,7252
MV80,MV,10.0 ML,SS,4,7869
MV81,MV,9.0 ML,SS,1,7836
MV81,MV,9.0 ML,SS,2,7859
MV83,MV,12.0 MU,SS,1,7844
MV83,MV,12.0 MU,SS,2,7861
MV83,MV,12.0 MU,SS,3,7864
MV83,MV,12.0 MU,SS,4,7879
PB70,PB,2.0 MU,SS,1,4225
PB70,PB,2.0 MU,SS,2,4202
LB70,LB,8.0 EP,SS,1,7200
LB70,LB,8.0 EP,SS,2,7225
LB70,LB,8.0 EP,SS,3,7224
LB70,LB,8.0 EP,SS,4,7241
LB70,LB,8.0 EP,SS,5,7240
LB70,LB,8.0 EP,SS,6,7257
LB71,LB,8.0 EP,SA,1,7204
LB71,LB,8.0 EP,SA,2,7221
LB71,LB,8.0 EP,SA,3,7220
LB71,LB,8.0 EP,SA,4,7637
LB71,LB,8.0 EP,SA,5,7632
LB71,LB,8.0 EP,SA,6,7253
LB71,LB,8.0 EP,SA,7,7256
LB71,LB,8.0 EP,SA,8,7273
LB71,LB,8.0 EP,SA,9,7272
LB71,LB,8.0 EP,SA,10,7205
LB72,LB,8.0 EP,SS,1,7208
LB72,LB,8.0 EP,SS,2,7625
LB72,LB,8.0 EP,SS,3,7620
LB72,LB,8.0 EP,SS,4,7237
LB72,LB,8.0 EP,SS,5,7236
LB72,LB,8.0 EP,SS,6,7657
LB72,LB,8.0 EP,SS,7,7652
LB72,LB,8.0 EP,SS,8,7285
LB73,LB,9.0 ML,SA,1,7212
LB73,LB,9.0 ML,SA,2,7629
LB73,LB,9.0 ML,SA,3,7624
LB73,LB,9.0 ML,SA,4,7661
LB73,LB,9.0 ML,SA,5,7656
LB73,LB,9.0 ML,SA,6,7875
LB73,LB,9.0 ML,SA,7,7876
LB73,LB,9.0 ML,SA,8,7805
LB74,LB,8.0 EP,SS,1,7244
LB74,LB,8.0 EP,SS,2,7261
LB74,LB,8.0 EP,SS,3,7260
LB74,LB,8.0 EP,SS,4,7281
BH70,BH,8.0 DP,SS,1,4708
BH70,BH,8.0 DP,SS,2,X471
BH70,BH,8.0 DP,SS,3,4716
BH70,BH,8.0 DP,SS,4,4721
BH70,BH,8.0 DP,SS,5,4728
BH70,BH,8.0 DP,SS,6,4733
BH70,BH,8.0 DP,SS,7,4740
BH70,BH,8.0 DP,SS,8,4745
BH70,BH,8.0 DP,SS,9,4752
BH70,BH,8.0 DP,SS,10,4757
BH70,BH,8.0 DP,SS,11,4764
BH70,BH,8.0 DP,SS,12,4769
BH80,BH,5.0 PP,SS,1,4720
BH80,BH,5.0 PP,SS,2,4725
BH80,BH,5.0 PP,SS,3,4732
BH80,BH,5.0 PP,SS,4,4737
BH80,BH,5.0 PP,SS,5,4744
BH80,BH,5.0 PP,SS,6,4749
BH80,BH,5.0 PP,SS,7,4756
BH80,BH,5.0 PP,SS,8,4761
BH80,BH,5.0 PP,SS,9,4768
BH80,BH,5.0 PP,SS,10,4773
BH80,BH,5.0 PP,SS,11,4780
BH80,BH,5.0 PP,SS,12,4785
BH80,BH,5.0 PP,SS,13,X472
BH80,BH,5.0 PP,SS,14,4705
BH71,BH,5.0 PP,SS,1,4724
BH71,BH,5.0 PP,SS,2,4729
BH71,BH,5.0 PP,SS,3,4736
BH71,BH,5.0 PP,SS,4,4741
BH71,BH,5.0 PP,SS,5,4748
BH71,BH,5.0 PP,SS,6,4753
BH71,BH,5.0 PP,SS,7,4760
BH71,BH,5.0 PP,SS,8,4765
BH71,BH,5.0 PP,SS,9,4772
BH71,BH,5.0 PP,SS,10,4777
RA70,RA,6.0 DM,SS,1,5506
RA70,RA,6.0 DM,SS,2,5511
RA70,RA,6.0 DM,SS,3,5512
RA70,RA,6.0 DM,SS,4,5517
RA70,RA,6.0 DM,SS,5,5518
RA70,RA,6.0 DM,SS,6,5523
RA70,RA,6.0 DM,SS,7,5524
RA70,RA,6.0 DM,SS,8,5529
RA70,RA,6.0 DM,SS,9,5530
RA70,RA,6.0 DM,SS,10,5535
RA70,RA,6.0 DM,SS,11,5536
RA70,RA,6.0 DM,SS,12,5541
RA71,RA,6.0 DM,SA,1,5508
RA71,RA,6.0 DM,SA,2,5513
RA71,RA,6.0 DM,SA,3,5514
RA71,RA,6.0 DM,SA,4,5519
RA71,RA,6.0 DM,SA,5,5520
RA71,RA,6.0 DM,SA,6,5525
RA71,RA,6.0 DM,SA,7,5540
RA71,RA,6.0 DM,SA,8,5503
RA72,RA,7.0 PP,SS,1,5510
RA72,RA,7.0 PP,SS,2,5515
RA72,RA,7.0 PP,SS,3,5516
RA72,RA,7.0 PP,SS,4,5521
RA72,RA,7.0 PP,SS,5,5522
RA72,RA,7.0 PP,SS,6,5527
RA72,RA,7.0 PP,SS,7,5528
RA72,RA,7.0 PP,SS,8,5533
RA72,RA,7.0 PP,SS,9,5534
RA72,RA,7.0 PP,SS,10,5539
RA73,RA,6.0 DM,SS,1,5526
RA73,RA,6.0 DM,SS,2,5531
RA73,RA,6.0 DM,SS,3,5532
RA73,RA,6.0 DM,SS,4,5537
RA73,RA,6.0 DM,SS,5,5538
RA73,RA,6.0 DM,SS,6,5543
AC70,AC,3.0 PP,SS,1,4660
AC70,AC,3.0 PP,SS,2,4661
AC70,AC,3.0 PP,SS,3,XA22
AC70,AC,3.0 PP,SS,4,XA23
AC70,AC,3.0 PP,SS,5,4668
AC70,AC,3.0 PP,SS,6,4673
AC70,AC,3.0 PP,SS,7,4678
AC70,AC,3.0 PP,SS,8,4683
AC70,AC,3.0 PP,SS,9,XA28
AC70,AC,3.0 PP,SS,10,XA29
AC70,AC,3.0 PP,SS,11,4684
AC70,AC,3.0 PP,SS,12,4689
AC70,AC,3.0 PP,SS,13,XA32
AC71,AC,3.0 PP,SS,1,4662
AC71,AC,3.0 PP,SS,2,X480
AC72,AC,3.0 PP,SS,1,XA20
AC72,AC,3.0 PP,SS,2,XA21
AC72,AC,3.0 PP,SS,3,4664
AC72,AC,3.0 PP,SS,4,4671
AC72,AC,3.0 PP,SS,5,4674
AC72,AC,3.0 PP,SS,6,4679
AC72,AC,3.0 PP,SS,7,XA26
AC72,AC,3.0 PP,SS,8,XA27
AC72,AC,3.0 PP,SS,9,4682
AC72,AC,3.0 PP,SS,10,4687
AC72,AC,3.0 PP,SS,11,XA30
AC72,AC,3.0 PP,SS,12,XA31
MM70,MM,3.0 PP,SS,1,X481
MM70,MM,3.0 PP,SS,2,4669
MM70,MM,3.0 PP,SS,3,4670
MM70,MM,3.0 PP,SS,4,4677
MM70,MM,3.0 PP,SS,5,XA24
MM70,MM,3.0 PP,SS,6,XA25
MM70,MM,3.0 PP,SS,7,4680
MM70,MM,3.0 PP,SS,8,4685
MM70,MM,3.0 PP,SS,9,4688
MM70,MM,3.0 PP,SS,10,4693
MM70,MM,3.0 PP,SS,11,XA34
MM70,MM,3.0 PP,SS,12,XA35
DE70,DE,8.0 ML,SS,1,6908
DE70,DE,8.0 ML,SS,2,6913
DE70,DE,8.0 ML,SS,3,6918
DE70,DE,8.0 ML,SS,4,6923
DE70,DE,8.0 ML,SS,5,6928
DE70,DE,8.0 ML,SS,6,6933
DE70,DE,8.0 ML,SS,7,6938
DE70,DE,8.0 ML,SS,8,6943
DE71,DE,9.0 ML,SS,1,6910
DE71,DE,9.0 ML,SS,2,6915
DE71,DE,9.0 ML,SS,3,6922
DE71,DE,9.0 ML,SS,4,6927
DE71,DE,9.0 ML,SS,5,6932
DE71,DE,9.0 ML,SS,6,6937
DE71,DE,9.0 ML,SS,7,6942
DE71,DE,9.0 ML,SS,8,6907
DE72,DE,9.0 ML,SS,1,6912
DE72,DE,9.0 ML,SS,2,6917
DE72,DE,9.0 ML,SS,3,6926
DE72,DE,9.0 ML,SS,4,6931
DE72,DE,9.0 ML,SS,5,6936
DE72,DE,9.0 ML,SS,6,6941
DE73,DE,9.0 ML,SS,1,6914
DE73,DE,9.0 ML,SS,2,6919
DE73,DE,9.0 ML,SS,3,6924
DE73,DE,9.0 ML,SS,4,6929
DE73,DE,9.0 ML,SS,5,6934
DE73,DE,9.0 ML,SS,6,6939
DE73,DE,9.0 ML,SS,7,6944
DE73,DE,9.0 ML,SS,8,6909
DE74,DE,9.0 ML,SS,1,6916
DE74,DE,9.0 ML,SS,2,6921
DE75,DE,9.0 ML,SS,1,6920
DE75,DE,9.0 ML,SS,2,6925
DE75,DE,9.0 ML,SS,3,6930
DE75,DE,9.0 ML,SS,4,6935
DE75,DE,9.0 ML,SS,5,6940
DE75,DE,9.0 ML,SS,6,6945
GL70,GL,3.0 MU,SS,1,710
GL70,GL,3.0 MU,SS,2,711
GL70,GL,3.0 MU,SS,3,716
GL70,GL,3.0 MU,SS,4,717
GL70,GL,3.0 MU,SS,5,722
GL70,GL,3.0 MU,SS,6,723
GL70,GL,3.0 MU,SS,7,728
GL70,GL,3.0 MU,SS,8,729
GL70,GL,3.0 MU,SS,9,734
GL70,GL,3.0 MU,SS,10,735
GL70,GL,3.0 MU,SS,11,740
GL70,GL,3.0 MU,SS,12,741
GL71,GL,3.0 MU,SS,1,712
GL71,GL,3.0 MU,SS,2,713
GL71,GL,3.0 MU,SS,3,718
GL71,GL,3.0 MU,SS,4,719
GL71,GL,3.0 MU,SS,5,724
GL71,GL,3.0 MU,SS,6,725
GL71,GL,3.0 MU,SS,7,730
GL71,GL,3.0 MU,SS,8,731
GL71,GL,3.0 MU,SS,9,736
GL71,GL,3.0 MU,SS,10,737
GL71,GL,3.0 MU,SS,11,742
GL71,GL,3.0 MU,SS,12,743
GL71,GL,3.0 MU,SS,13,746
GL71,GL,3.0 MU,SS,14,707
GL72,GL,3.0 MU,SS,1,714
GL72,GL,3.0 MU,SS,2,715
GL72,GL,3.0 MU,SS,3,720
GL72,GL,3.0 MU,SS,4,721
GL72,GL,3.0 MU,SS,5,726
GL72,GL,3.0 MU,SS,6,727
GL72,GL,3.0 MU,SS,7,732
GL72,GL,3.0 MU,SS,8,733
GL72,GL,3.0 MU,SS,9,738
GL72,GL,3.0 MU,SS,10,739
GL72,GL,3.0 MU,SS,11,744
GL72,GL,3.0 MU,SS,12,745
GL72,GL,3.0 MU,SS,13,X74
GL72,GL,3.0 MU,SS,14,709
HE76,HE,4.0 MU,SS,1,XB40
HE76,HE,4.0 MU,SS,2,513
HE76,HE,4.0 MU,SS,3,510
HE76,HE,4.0 MU,SS,4,515
HE76,HE,4.0 MU,SS,5,514
HE76,HE,4.0 MU,SS,6,519
HE76,HE,4.0 MU,SS,7,518
HE76,HE,4.0 MU,SS,8,523
HE76,HE,4.0 MU,SS,9,522
HE76,HE,4.0 MU,SS,10,527
HE76,HE,4.0 MU,SS,11,526
HE76,HE,4.0 MU,SS,12,531
HD70,HD,5.0 PP,SA,1,XB28
HD70,HD,5.0 PP,SA,2,1701
HD70,HD,5.0 PP,SA,3,1704
HD70,HD,5.0 PP,SA,4,XD19
HD70,HD,5.0 PP,SA,5,XD20
HD70,HD,5.0 PP,SA,6,1867
HD70,HD,5.0 PP,SA,7,1866
HD70,HD,5.0 PP,SA,8,1873
HD70,HD,5.0 PP,SA,9,1872
HD70,HD,5.0 PP,SA,10,1729
HD70,HD,5.0 PP,SA,11,1730
HD70,HD,5.0 PP,SA,12,XD75
HD70,HD,5.0 PP,SA,13,XD76
HD70,HD,5.0 PP,SA,14,1789
HD71,HD,5.0 PP,SS,1,XB30
HD71,HD,5.0 PP,SS,2,X173
HD71,HD,5.0 PP,SS,3,1752
HD71,HD,5.0 PP,SS,4,1859
HD71,HD,5.0 PP,SS,5,1858
HD71,HD,5.0 PP,SS,6,1715
HD71,HD,5.0 PP,SS,7,1716
HD71,HD,5.0 PP,SS,8,1879
HD71,HD,5.0 PP,SS,9,1878
HD71,HD,5.0 PP,SS,10,XD69
HD71,HD,5.0 PP,SS,11,XD70
HD71,HD,5.0 PP,SS,12,1787
HD71,HD,5.0 PP,SS,13,1786
HD71,HD,5.0 PP,SS,14,XB39
HD72,HD,5.0 PP,SA,1,XB32
HD72,HD,5.0 PP,SA,2,1855
HD72,HD,5.0 PP,SA,3,1854
HD72,HD,5.0 PP,SA,4,1711
HD72,HD,5.0 PP,SA,5,1712
HD72,HD,5.0 PP,SA,6,1871
HD72,HD,5.0 PP,SA,7,1870
HD72,HD,5.0 PP,SA,8,1727
HD72,HD,5.0 PP,SA,9,1728
HD72,HD,5.0 PP,SA,10,XD67
HD72,HD,5.0 PP,SA,11,XD68
HD72,HD,5.0 PP,SA,12,1837
HD72,HD,5.0 PP,SA,13,X182
HD72,HD,5.0 PP,SA,14,XB29
HD73,HD,5.0 PP,SA,1,XB34
HD73,HD,5.0 PP,SA,2,1705
HD73,HD,5.0 PP,SA,3,1706
HD73,HD,5.0 PP,SA,4,1713
HD73,HD,5.0 PP,SA,5,1714
HD73,HD,5.0 PP,SA,6,1721
HD73,HD,5.0 PP,SA,7,1722
HD73,HD,5.0 PP,SA,8,XD45
HD73,HD,5.0 PP,SA,9,XD46
HD73,HD,5.0 PP,SA,10,1881
HD73,HD,5.0 PP,SA,11,1880
HD73,HD,5.0 PP,SA,12,XB23
HD74,HD,6.0 MLD,SA,1,XB36
HD74,HD,6.0 MLD,SA,2,1857
HD74,HD,6.0 MLD,SA,3,1856
HD74,HD,6.0 MLD,SA,4,1863
HD74,HD,6.0 MLD,SA,5,1862
HD74,HD,6.0 MLD,SA,6,XD37
HD74,HD,6.0 MLD,SA,7,XD38
HD74,HD,6.0 MLD,SA,8,1723
HD74,HD,6.0 MLD,SA,9,1724
HD74,HD,6.0 MLD,SA,10,1731
HD74,HD,6.0 MLD,SA,11,1732
HD74,HD,6.0 MLD,SA,12,1839
HD74,HD,6.0 MLD,SA,13,X184
HD74,HD,6.0 MLD,SA,14,XD81
HD74,HD,6.0 MLD,SA,15,XD82
HD75,HD,6.0 MLD,SS,1,XB38
HD75,HD,6.0 MLD,SS,2,1707
HD75,HD,6.0 MLD,SS,3,1708
HD75,HD,6.0 MLD,SS,4,XD27
HD75,HD,6.0 MLD,SS,5,XD28
HD75,HD,6.0 MLD,SS,6,1717
HD75,HD,6.0 MLD,SS,7,1718
HD75,HD,6.0 MLD,SS,8,1725
HD75,HD,6.0 MLD,SS,9,1726
HD75,HD,6.0 MLD,SS,10,1733
HD75,HD,6.0 MLD,SS,11,1784
HD75,HD,6.0 MLD,SS,12,XD79
HD75,HD,6.0 MLD,SS,13,XD80
HD75,HD,6.0 MLD,SS,14,XB31
HD76,HD,6.0 MLD,SS,1,XB48
HD76,HD,6.0 MLD,SS,2,1709
HD76,HD,6.0 MLD,SS,3,1710
HD76,HD,6.0 MLD,SS,4,1719
HD76,HD,6.0 MLD,SS,5,1720
HD76,HD,6.0 MLD,SS,6,1877
HD76,HD,6.0 MLD,SS,7,1876
HD76,HD,6.0 MLD,SS,8,XD63
HD76,HD,6.0 MLD,SS,9,XD64
HD76,HD,6.0 MLD,SS,10,1835
HD76,HD,6.0 MLD,SS,11,X180
HD76,HD,6.0 MLD,SS,12,1801
HD76,HD,6.0 MLD,SS,13,X186
HD76,HD,6.0 MLD,SS,14,XB45
PO70,PO,5.0 PP,SA,1,70
PO70,PO,5.0 PP,SA,2,XD15
PO70,PO,5.0 PP,SA,3,XD16
PO70,PO,5.0 PP,SA,4,71
PO70,PO,5.0 PP,SA,5,X52
PO70,PO,5.0 PP,SA,6,XD43
PO70,PO,5.0 PP,SA,7,XD44
PO70,PO,5.0 PP,SA,8,XB41
PO71,PO,5.0 PP,SS,1,72
PO71,PO,5.0 PP,SS,2,XD25
PO71,PO,5.0 PP,SS,3,XD26
PO71,PO,5.0 PP,SS,4,73
PO71,PO,5.0 PP,SS,5,78
PO71,PO,5.0 PP,SS,6,79
PO72,PO,5.0 PP,SS,1,74
PO72,PO,5.0 PP,SS,2,XD31
PO72,PO,5.0 PP,SS,3,XD32
PO72,PO,5.0 PP,SS,4,75
PO72,PO,5.0 PP,SS,5,80
PO72,PO,5.0 PP,SS,6,XD65
PO72,PO,5.0 PP,SS,7,XD66
PO72,PO,5.0 PP,SS,8,81
PO73,PO,5.0 PP,SA,1,76
PO73,PO,5.0 PP,SA,2,XD41
PO73,PO,5.0 PP,SA,3,XD42
PO73,PO,5.0 PP,SA,4,77
PO73,PO,5.0 PP,SA,5,82
PO73,PO,5.0 PP,SA,6,69
SV70,SV,5.0 PP,SS,1,2100
SV70,SV,5.0 PP,SS,2,2103
SV70,SV,5.0 PP,SS,3,2108
SV70,SV,5.0 PP,SS,4,2111
SV70,SV,5.0 PP,SS,5,2114
SV70,SV,5.0 PP,SS,6,XD49
SV70,SV,5.0 PP,SS,7,XD50
SV70,SV,5.0 PP,SS,8,2121
SV70,SV,5.0 PP,SS,9,2124
SV70,SV,5.0 PP,SS,10,2129
SV71,SV,4.0 PP,SS,1,2102
SV71,SV,4.0 PP,SS,2,XD13
SV71,SV,4.0 PP,SS,3,XD14
SV71,SV,4.0 PP,SS,4,2107
SV71,SV,4.0 PP,SS,5,2112
SV71,SV,4.0 PP,SS,6,2115
SV71,SV,4.0 PP,SS,7,2118
SV71,SV,4.0 PP,SS,8,2123
SV71,SV,4.0 PP,SS,9,2126
SV71,SV,4.0 PP,SS,10,XD71
SV71,SV,4.0 PP,SS,11,XD72
SV71,SV,4.0 PP,SS,12,2133
SV72,SV,4.0 PP,SS,1,2104
SV72,SV,4.0 PP,SS,2,XD23
SV72,SV,4.0 PP,SS,3,XD24
SV72,SV,4.0 PP,SS,4,1869
SV72,SV,4.0 PP,SS,5,1868
SV72,SV,4.0 PP,SS,6,1875
SV72,SV,4.0 PP,SS,7,1874
SV72,SV,4.0 PP,SS,8,2125
SV73,SV,4.0 PP,SS,1,2106
SV73,SV,4.0 PP,SS,2,XD29
SV73,SV,4.0 PP,SS,3,XD30
SV73,SV,4.0 PP,SS,4,2117
SV74,SV,4.0 PP,SS,1,2110
SV74,SV,4.0 PP,SS,2,XD39
SV74,SV,4.0 PP,SS,3,XD40
SV74,SV,4.0 PP,SS,4,2119
SV74,SV,4.0 PP,SS,5,2122
SV74,SV,4.0 PP,SS,6,1883
SV74,SV,4.0 PP,SS,7,1882
SV74,SV,4.0 PP,SS,8,2101
SS70,SS,8.0 EP,SS,1,7217
SS70,SS,8.0 EP,SS,2,7216
SS70,SS,8.0 EP,SS,3,7665
SS70,SS,8.0 EP,SS,4,7660
SS70,SS,8.0 EP,SS,5,7277
SS70,SS,8.0 EP,SS,6,7276
NY70,NY,9.0 ML,SS,1,7817
NY70,NY,9.0 ML,SS,2,7820
NY70,NY,9.0 ML,SS,3,7837
NY70,NY,9.0 ML,SS,4,7838
NY70,NY,9.0 ML,SS,5,7855
NY70,NY,9.0 ML,SS,6,7860
NY70,NY,9.0 ML,SS,7,7877
MV71,MV,8.0 DM,SS,1,7800
MV71,MV,8.0 DM,SS,2,7813
MV71,MV,8.0 DM,SS,3,7814
MV71,MV,8.0 DM,SS,4,7829
